-7.553863847831308043e-01	-4.418516723477388108e-01	-3.052399338224186520e-01	1.118939881777651379e+01
-3.753656418425851959e-01	-4.434329822227058293e-01	-3.114937414830033502e-01	8.891095358728851039e+00
5.222291262779637025e-03	-4.407505259654391772e-01	-3.076025980243827784e-01	7.634170153804966219e+00
-5.733763917476898397e-01	-1.079225903026882483e-01	-3.121179582271239039e-01	3.569772485166933684e+00
-1.854904222314645301e-01	-1.113911692035467055e-01	-3.010629527212783096e-01	2.153668938250613962e+01
1.839551617915438364e-01	-1.191245115722688319e-01	-3.104269747179878025e-01	2.499549723733311168e+01
-3.766322451369899516e-01	2.172594611853370106e-01	-3.078094127967757609e-01	4.391566717342421988e+00
-1.077902565695564984e-03	2.229676039520224473e-01	-3.107450524359956501e-01	2.815998867509840409e+00
3.744159814678518772e-01	2.159168623125639619e-01	-3.148306543983880323e-01	1.281621950811137722e+01
-5.700012942758004852e-01	-3.258385871156515567e-01	-2.493620295362086996e-03	3.355769673729991354e+00
-1.941740746159609787e-01	-3.272034846151673504e-01	-2.255648262315510747e-03	5.190310026911543417e+00
1.876497867007094478e-01	-3.385962182696284350e-01	4.948596624458075077e-03	2.399747288900374542e+01
-3.821048239594531104e-01	-3.598801768175805514e-03	2.879259609591846517e-03	5.107073360910565185e+00
-1.740483536428817949e-03	4.181975547921224987e-03	-2.362217120935795021e-03	5.184344451249467411e+00
3.783369319701056499e-01	7.214902293781415461e-03	4.688548751662914051e-03	1.531947325689519879e+01
-1.917959277751184743e-01	3.229624257275535149e-01	-4.738993228425658101e-03	1.260322634570218980e+01
1.959746728336203003e-01	3.332366826752465316e-01	-1.629509836019405735e-03	1.104266031636574574e+01
5.669365000661241716e-01	3.281652107466013768e-01	-5.099443680963016388e-03	7.232444835437464192e+00
-3.846188403232918551e-01	-2.136620044349981096e-01	3.090724860082155190e-01	1.109661942478035002e+01
6.421470399113912361e-03	-2.237968137750915298e-01	3.066354345703627970e-01	1.470943765147657167e+01
3.748944059861430977e-01	-2.130501087670588489e-01	3.150065322115150890e-01	1.773303220772863042e+01
-1.825026444849750518e-01	1.034523546368471131e-01	3.074927699768239542e-01	2.057696120241013915e+01
1.931029560777954290e-01	1.162279062333535368e-01	3.139609881259116664e-01	1.314544155995413632e+01
5.780502615851769166e-01	1.085654886037842881e-01	3.080815048028458514e-01	1.414057622099354639e+01
3.829952287408967359e-04	4.415835428854374412e-01	3.145540213936411367e-01	5.235206865048488645e+00
