t 		 H 		 V 		 T 		 P 
0.010	1.05018E+02	-6.72608E+02	4.99078E+02	0.00000E+00
0.020	1.05017E+02	-6.60347E+02	4.91208E+02	0.00000E+00
0.030	1.05016E+02	-6.38846E+02	4.77409E+02	0.00000E+00
0.040	1.05015E+02	-6.06869E+02	4.56885E+02	0.00000E+00
0.050	1.05014E+02	-5.63385E+02	4.28977E+02	0.00000E+00
0.060	1.05015E+02	-5.08835E+02	3.93967E+02	0.00000E+00
0.070	1.05020E+02	-4.47022E+02	3.54299E+02	0.00000E+00
0.080	1.05027E+02	-3.86318E+02	3.15344E+02	0.00000E+00
0.090	1.05032E+02	-3.37505E+02	2.84019E+02	0.00000E+00
0.100	1.05032E+02	-3.08091E+02	2.65141E+02	0.00000E+00
0.110	1.05028E+02	-2.98357E+02	2.58891E+02	0.00000E+00
0.120	1.05024E+02	-3.02878E+02	2.61790E+02	0.00000E+00
0.130	1.05021E+02	-3.14725E+02	2.69392E+02	0.00000E+00
0.140	1.05019E+02	-3.28509E+02	2.78237E+02	0.00000E+00
0.150	1.05019E+02	-3.41290E+02	2.86440E+02	0.00000E+00
0.160	1.05020E+02	-3.52006E+02	2.93318E+02	0.00000E+00
0.170	1.05020E+02	-3.60600E+02	2.98834E+02	0.00000E+00
0.180	1.05021E+02	-3.67635E+02	3.03349E+02	0.00000E+00
0.190	1.05022E+02	-3.74181E+02	3.07552E+02	0.00000E+00
0.200	1.05023E+02	-3.81365E+02	3.12162E+02	0.00000E+00
0.210	1.05023E+02	-3.89672E+02	3.17493E+02	0.00000E+00
0.220	1.05022E+02	-3.98627E+02	3.23241E+02	0.00000E+00
0.230	1.05021E+02	-4.07111E+02	3.28685E+02	0.00000E+00
0.240	1.05021E+02	-4.13965E+02	3.33084E+02	0.00000E+00
0.250	1.05021E+02	-4.18447E+02	3.35960E+02	0.00000E+00
0.260	1.05022E+02	-4.20445E+02	3.37243E+02	0.00000E+00
0.270	1.05022E+02	-4.20529E+02	3.37297E+02	0.00000E+00
0.280	1.05023E+02	-4.19781E+02	3.36818E+02	0.00000E+00
0.290	1.05024E+02	-4.19313E+02	3.36518E+02	0.00000E+00
0.300	1.05024E+02	-4.19675E+02	3.36750E+02	0.00000E+00
0.310	1.05023E+02	-4.20687E+02	3.37400E+02	0.00000E+00
0.320	1.05023E+02	-4.21781E+02	3.38101E+02	0.00000E+00
0.330	1.05023E+02	-4.22465E+02	3.38540E+02	0.00000E+00
0.340	1.05023E+02	-4.22597E+02	3.38625E+02	0.00000E+00
0.350	1.05024E+02	-4.22354E+02	3.38470E+02	0.00000E+00
0.360	1.05024E+02	-4.22020E+02	3.38255E+02	0.00000E+00
0.370	1.05024E+02	-4.21752E+02	3.38083E+02	0.00000E+00
0.380	1.05024E+02	-4.21518E+02	3.37933E+02	0.00000E+00
0.390	1.05024E+02	-4.21168E+02	3.37708E+02	0.00000E+00
0.400	1.05024E+02	-4.20562E+02	3.37320E+02	0.00000E+00
0.410	1.05024E+02	-4.19654E+02	3.36737E+02	0.00000E+00
0.420	1.05024E+02	-4.18491E+02	3.35991E+02	0.00000E+00
0.430	1.05024E+02	-4.17172E+02	3.35144E+02	0.00000E+00
0.440	1.05024E+02	-4.15790E+02	3.34257E+02	0.00000E+00
0.450	1.05024E+02	-4.14397E+02	3.33363E+02	0.00000E+00
0.460	1.05024E+02	-4.12997E+02	3.32464E+02	0.00000E+00
0.470	1.05024E+02	-4.11555E+02	3.31539E+02	0.00000E+00
0.480	1.05024E+02	-4.10013E+02	3.30549E+02	0.00000E+00
0.490	1.05024E+02	-4.08302E+02	3.29451E+02	0.00000E+00
0.500	1.05024E+02	-4.06357E+02	3.28203E+02	0.00000E+00
0.510	1.05025E+02	-4.04125E+02	3.26771E+02	0.00000E+00
0.520	1.05025E+02	-4.01568E+02	3.25129E+02	0.00000E+00
0.530	1.05025E+02	-3.98662E+02	3.23264E+02	0.00000E+00
0.540	1.05025E+02	-3.95397E+02	3.21169E+02	0.00000E+00
0.550	1.05025E+02	-3.91772E+02	3.18843E+02	0.00000E+00
0.560	1.05025E+02	-3.87797E+02	3.16292E+02	0.00000E+00
0.570	1.05025E+02	-3.83497E+02	3.13532E+02	0.00000E+00
0.580	1.05025E+02	-3.78915E+02	3.10591E+02	0.00000E+00
0.590	1.05025E+02	-3.74122E+02	3.07515E+02	0.00000E+00
0.600	1.05025E+02	-3.69214E+02	3.04365E+02	0.00000E+00
0.610	1.05025E+02	-3.64311E+02	3.01218E+02	0.00000E+00
0.620	1.05025E+02	-3.59539E+02	2.98156E+02	0.00000E+00
0.630	1.05025E+02	-3.55020E+02	2.95255E+02	0.00000E+00
0.640	1.05025E+02	-3.50847E+02	2.92578E+02	0.00000E+00
0.650	1.05025E+02	-3.47078E+02	2.90159E+02	0.00000E+00
0.660	1.05025E+02	-3.43720E+02	2.88003E+02	0.00000E+00
0.670	1.05025E+02	-3.40731E+02	2.86085E+02	0.00000E+00
0.680	1.05025E+02	-3.38038E+02	2.84356E+02	0.00000E+00
0.690	1.05025E+02	-3.35549E+02	2.82759E+02	0.00000E+00
0.700	1.05025E+02	-3.33182E+02	2.81240E+02	0.00000E+00
0.710	1.05025E+02	-3.30872E+02	2.79758E+02	0.00000E+00
0.720	1.05025E+02	-3.28579E+02	2.78286E+02	0.00000E+00
0.730	1.05025E+02	-3.26274E+02	2.76806E+02	0.00000E+00
0.740	1.05025E+02	-3.23936E+02	2.75306E+02	0.00000E+00
0.750	1.05025E+02	-3.21544E+02	2.73770E+02	0.00000E+00
0.760	1.05025E+02	-3.19077E+02	2.72188E+02	0.00000E+00
