-7.590777223292908271e-01	-4.393995552728680032e-01	-3.092631291891413947e-01	1.119057173173285591e+01
-3.790735193167515948e-01	-4.397164218868414021e-01	-3.105143182655812351e-01	8.917776061128199316e+00
1.044722639628618398e-03	-4.391800983745336451e-01	-3.097362081833444636e-01	7.649632252298036228e+00
-5.706762201427044712e-01	-1.093416666609595550e-01	-3.106391616144053569e-01	3.599462416494314088e+00
-1.890983364517271892e-01	-1.100356202529377686e-01	-3.084289732675894458e-01	2.156684048108655460e+01
1.887918019142094117e-01	-1.115825875345832774e-01	-3.103016122251496811e-01	2.508647755541878510e+01
-3.793272084192720328e-01	2.189671177937116964e-01	-3.097775711378230046e-01	4.379178251875368133e+00
-2.155805131391129806e-04	2.201088912306635170e-01	-3.103652277687512506e-01	2.838480271076357475e+00
3.788839556854444734e-01	2.186982927312619007e-01	-3.111820353292863994e-01	1.281314580126979408e+01
-5.700012006483266003e-01	-3.284399839181377789e-01	-4.984339000173689579e-04	3.353505908817923320e+00
-1.908350669286264789e-01	-3.287138089607958835e-01	-4.507927864117189918e-04	5.209184466153631732e+00
1.895307268960425562e-01	-3.309922993143142311e-01	9.897193248916149287e-04	2.409107446992513246e+01
-3.804222939526967218e-01	-7.192839530965921321e-04	5.761887879697525370e-04	5.136701230511520500e+00
-3.480967072857635899e-04	8.363951095842448672e-04	-4.724434241871590476e-04	5.218229779549056424e+00
3.796687155548272297e-01	1.442504058217714122e-03	9.373728842811997067e-04	1.534726345131393543e+01
-1.903599551109243504e-01	3.278655408058992471e-01	-9.477986456851316853e-04	1.263284926065651703e+01
1.911951865721583377e-01	3.299204485728117198e-01	-3.262388332552642830e-04	1.111981703256674159e+01
5.693882418063912487e-01	3.289053086443277651e-01	-1.020178895247651459e-03	7.245150151421123397e+00
-3.809245274565324357e-01	-2.182473211557487414e-01	3.100304016512518968e-01	1.112076396332845363e+01
1.284294079822782559e-03	-2.202747331952773224e-01	3.095433041956247022e-01	1.476267094992667772e+01
3.789796405891026621e-01	-2.181252473100560585e-01	3.112169950207708813e-01	1.774080160971992726e+01
-1.885012984528956770e-01	1.084481561474989336e-01	3.097147712769169337e-01	2.056190648434091628e+01
1.906208432209933468e-01	1.110029676588991376e-01	3.110085803485160838e-01	1.319350952352736783e+01
5.716109941102017755e-01	1.094702463211787574e-01	3.098318709295497797e-01	1.418264236138618095e+01
7.633465867548822092e-05	4.393467017585332979e-01	3.111264928571961241e-01	5.275168724699953238e+00
3.785752433009590967e-01	4.397248330827314700e-01	3.092986097874600993e-01	1.925874170904009119e+01
7.592103254017160685e-01	4.400312238748309013e-01	3.096498164014475085e-01	1.278394043071115327e+01
-7.581552529195380030e-01	-4.400127942591157693e-01	-3.082575211574484220e-01	1.119163553576172632e+01
-3.781469044395126544e-01	-4.406461092000235613e-01	-3.107596310045356858e-01	8.912663090899531682e+00
2.089210723717642437e-03	-4.395735923215997043e-01	-3.092033722095027248e-01	7.647057751176222773e+00
-5.713518357848109686e-01	-1.089868919643830758e-01	-3.110093044184774613e-01	3.593271703183205545e+00
-1.881967799521380158e-01	-1.103745913706701554e-01	-3.065887372611916795e-01	2.157166881605815334e+01
1.875834252967266691e-01	-1.134681706126197120e-01	-3.103337802966926184e-01	2.507624905874099497e+01
-3.786541274316652106e-01	2.185407196848945521e-01	-3.092861461625461827e-01	4.383918478621291470e+00
-4.310823354379596933e-04	2.208241532776830940e-01	-3.104611723438818749e-01	2.833650336549170756e+00
3.777675617192418622e-01	2.180032114881835237e-01	-3.120948824294034196e-01	1.281440229859855506e+01
-5.700019564657066162e-01	-3.277901029577079961e-01	-9.969801644184378073e-04	3.355139213243899743e+00
-1.916698742923989840e-01	-3.283373425865818707e-01	-9.016073442558406471e-04	5.208364192123290159e+00
1.890611505595496400e-01	-3.328940597656177003e-01	1.979372071932911092e-03	2.407267394456440712e+01
-3.808439578950869597e-01	-1.438653281735688839e-03	1.152116656715242854e-03	5.132345978960456634e+00
-6.959563092876860273e-04	1.672622366941102848e-03	-9.447555539980965599e-04	5.213971454994000609e+00
3.793366362193638652e-01	2.884957917579300795e-03	1.874773871534324461e-03	1.534701482407759876e+01
-1.907194155666416813e-01	3.266409205379893210e-01	-1.895370105013709705e-03	1.263284795237060720e+01
1.923899266447017808e-01	3.307505531427437084e-01	-6.523162040514668110e-04	1.110633129708998368e+01
5.687761360161313062e-01	3.287207629898371564e-01	-2.040146295567060904e-03	7.244680812251232283e+00
-3.818485805567983227e-01	-2.171014166926255040e-01	3.097916910995466844e-01	1.111773745306150118e+01
2.568347472550538968e-03	-2.211558266720565769e-01	3.088173114938108643e-01	1.475699617398866259e+01
3.779590280201344243e-01	-2.168570579880699511e-01	3.121648953505110624e-01	1.774279465464631400e+01
-1.870022606582988633e-01	1.071996617275538938e-01	3.091602661542859898e-01	2.057005572715502240e+01
1.912415193365077926e-01	1.123092141578008463e-01	3.117476968116306146e-01	1.318371613041971990e+01
5.732214310472587560e-01	1.092441149915428511e-01	3.093947457062202755e-01	1.417379532291364264e+01
1.526760901433724755e-04	4.399066173116944478e-01	3.119837810162955360e-01	5.266840412885862577e+00
3.771505587357211753e-01	4.406629998275084503e-01	3.083282581579109283e-01	1.925368754299821816e+01
