-1.426459051817701784e+01	-1.074056951431039053e+01	1.309398824117941906e+01
1.406430725818002436e+01	1.671121544255020552e+01	-1.193193100923256722e+01
-1.671703869525202890e+01	-6.355293438250643412e+00	3.629677588067405480e+00
1.770784785260311978e+01	-8.995590770399401137e+00	1.467290878774246821e+01
1.356865927267002903e+01	-5.254379674325947214e+00	-2.952679437681069174e+01
-2.862346560192354872e+01	-3.619521934674159525e+01	-7.681046763458991400e+00
-9.273298622505688371e+00	-6.988241411053230934e+00	2.802418498495686361e+00
8.490346295466055793e+00	1.584795174605665835e+01	9.197468437517983375e+00
2.649582536442589031e+01	-1.236626909952494380e+01	2.553205548850352002e+01
4.207457965045621862e+00	-1.488811116329325301e+01	-1.698376111863761295e+01
-2.116595026531578938e+01	-9.407382596356709925e+00	1.627481611357058000e+01
-1.384496596526103396e+01	-3.653185213326896985e+01	1.277785258426682269e+01
-1.291587652357991800e+01	-1.285556711836092347e+01	-4.264815374058848363e+00
-1.142528581133042032e+01	1.825563213256296891e+01	-1.646540239730865451e+01
1.079777913210901730e+01	3.037542910253950623e+01	-1.148512863977396137e+01
1.138168603067392404e+01	2.257814860714632488e+01	2.621661762929574735e+01
1.944163980472280429e+01	1.815057907184437980e+01	-1.354299490892767466e+01
-1.669380657195880602e+01	1.786737665481180182e+00	-2.742156261379374627e+01
-2.295769775563296378e+01	-2.481087003767282440e+01	1.202190750337282665e+01
2.122252993084049777e+01	-1.610933115657680759e+01	-2.151818165417208562e+01
2.458212729126058349e+01	-2.725082051205039235e+01	-1.170888053130313189e+01
2.550683149696835628e+01	2.306823896706082877e+01	-1.808884002832733984e+01
-8.239388414354609225e+00	2.765678767530944171e+01	-7.544057810536617836e+00
-2.804585513718356538e+01	-2.998828138130790855e+00	1.599419434055592681e+01
2.653364794537488081e+00	-1.311253054612826752e+01	1.014294806183489506e+01
3.267191527232893833e+01	-2.067431833436450361e+01	-2.641530638032178047e+01
-2.025461676797159782e+01	-2.679911098145231207e+01	1.963742262421511953e+01
-1.725747401958365401e+01	-3.040008172986727786e+01	-1.093021944961394532e+01
-1.388407441189847091e+01	2.081389436442286822e+01	-1.455089111925506451e+01
-2.818080099611330169e+01	1.335761716802842258e+01	5.059073340942872754e+00
1.935737910791413441e+01	1.140850510088308667e+01	2.607593574720583263e+01
-1.067296300944049747e+01	2.011664453883064851e+01	2.387405006342895675e+01
1.317518177849117578e+01	3.585087496782165317e+01	8.018935938443858547e+00
-4.235662019948605916e+01	-1.155425467238931070e+01	-2.073969380230246884e+01
9.969722981528555295e+00	-3.764283455682819746e+00	-2.138297224225292936e+01
1.339567156179218976e+01	1.301502046458426420e+01	-1.349916697483395112e+01
-2.247327958088525079e+01	-4.196016124384728485e+00	-1.623502735808344255e+01
-7.587352327340485481e+00	1.071496693267452116e+01	2.019822583545078132e+01
-8.418103876289412923e+00	1.735058151919134062e+01	6.608608109113188966e+00
1.328671391709815275e+01	-6.653004791276614149e+00	-1.092892797199592181e+01
-1.047564387925911333e+01	1.496515637244842267e+01	3.985738361483310399e+00
-1.223692880571374531e+01	-1.707627597152360011e+01	1.301683471359465472e+01
-3.639204509985770386e+01	1.977661378861804664e+01	1.187067001165330815e+01
2.014020913571528837e+01	-1.283257365332418232e+01	-1.665557373848356093e+01
2.563480046946506974e+01	1.986780620492584504e+01	1.379205143706598058e+01
-1.336704909850892875e+01	1.339216798811138709e+01	1.201992950932135074e+01
-1.206364993152102016e+01	-1.690134281031066266e+01	-5.902871651381228268e+00
1.809740346130756095e+01	1.642937310529813999e+01	-6.043840715375205619e+00
8.319915645487721889e+00	-1.098843471696472207e+01	-2.752981552583542779e+01
5.140024367164519603e+00	-1.076143460481242897e+01	7.413098980334875687e-01
-2.527848679508164409e+01	-7.041053333748093834e+00	2.469868941893414060e+01
-1.284224138904693469e+01	2.616584113899069308e+01	-7.280721488305479383e+00
8.292484152648681217e+00	-1.387328616148042748e+01	-1.715968887875900961e+01
-2.994024972690723274e+01	1.075963994909965216e+01	1.633369762694141158e+01
1.026187894813772239e+01	-7.089620803066451593e+00	2.992228534385008576e+00
7.052103634001958277e+00	-3.863183942796930381e+01	-1.830664854405563702e+01
1.008579801704988732e+01	2.401901129011218217e+01	1.484289731907413667e+01
-3.125702355682570399e+01	2.294484340407286282e+01	3.653468371082090016e+01
8.621360919735272077e+00	-2.248773538135008820e+01	-1.867701442671861756e+01
4.838554513738485774e+00	1.060723135874032153e+01	-3.372767997614142388e+01
2.434316311194913141e+01	-1.275893246368941369e+01	1.363721079680220605e+01
-2.198961443150910711e+01	4.571166248453407022e+00	-1.261175673368625461e+01
-1.454784336917309595e+01	-1.343007450488754273e+01	-1.010312386427942144e+01
-1.982027014089806727e+01	1.730961960032080427e+01	-2.265966373144664914e+01
-2.378030517321150228e+01	4.176890004789774125e+00	1.013650356937479735e+01
-1.553082326043106498e+01	-2.237219070771870832e+01	-2.121012117572924538e+01
3.061934885548516760e+01	1.646263487916439061e+01	1.980405556500178577e+01
1.082581064498629964e+01	-1.817366572972258254e+01	-2.376793580536319084e+01
3.493593105528147902e+01	-3.013918433292286281e+01	1.145744987286916050e+01
1.606584994762485508e+01	1.420029924747748318e+01	-5.899033950136474580e+00
1.654062679467473762e+00	2.235439567804717598e+01	1.180839967969807347e+01
-2.120285526849071545e+01	-3.609737619247822238e+01	9.710209060977819107e+00
-1.960329804801292397e+01	1.766475757865212870e+01	-1.315704845961421121e+01
-7.985542442198471313e+00	-1.259929072650406034e+01	-6.606950293215792414e+00
2.061558495390461943e+01	8.474559136229078860e+00	2.378111076441738803e+01
3.866998526598381503e+00	-1.134522084692426525e+01	2.270864006926936440e+01
-4.381551047070715299e+00	-1.039369381885129151e+01	-2.122283446132791696e+01
2.251950664303641148e+01	1.459747627642065915e+01	-3.477044806732277493e+01
2.272225292421262566e+01	-1.705700657706735868e+01	1.819867534399078934e+01
-1.612806791776747062e+01	2.045396406460135097e+01	-1.318965917718438341e+01
6.832405269803267345e+00	2.649254477001436925e+01	-1.467810505086606554e+01
2.579845230607259055e+01	1.033406642869562653e+01	1.766815640708948720e+01
-1.390926857305285047e+01	2.356376104132585070e+01	-2.522001911303355826e+01
-1.558376761186270620e+01	-1.872326533945128446e+01	4.640315695140178498e+00
-9.571084600173394463e+00	9.624239622970064190e+00	5.922990046752930837e+00
-2.887604669204574748e+01	-1.423471612419714916e+01	1.348289034539816988e+01
3.449270553717932231e+00	2.003931381887683827e+01	-2.163173952779900944e+01
-2.779015861928659703e+01	-3.714052469860007477e+01	5.050622350238340275e+00
1.139719601043727515e+01	-9.151450797147971272e+00	-2.039833025209890849e+01
1.317736850261874615e+01	-3.041658538255299860e+01	1.561711628425544340e+01
-2.892957786774687179e+00	6.434397828186051882e+00	-1.886217799157644848e+01
-3.751464101295980402e+00	-2.223185286291390739e+01	-4.035866795878498614e+00
4.338826083437021808e+00	8.446738744266726329e+00	-1.226117239819942029e+01
-6.824854960473714982e+00	2.001478552341851724e+01	7.500041652722039487e+00
1.250836098325757106e+01	-3.809985086426677725e+01	1.887302018770959577e+01
2.505190340985229724e+01	-2.653753147699271064e+00	-1.553367314680195044e+01
-1.537847803008009429e+01	1.200612171243058768e+01	-1.809231950547610879e+01
